No.,Item #,Item Dim - Length,Item Dim - Width,Item Dim - Height,Item Weight,Material type,Returns,Package Answer,EF Rating,Fragile Rating,Cost ($),Dim - Length,Dim - Width,Dim - Height,Weight Capacity (LBs)
1,100,9,4,14,12,2,0,2,6,7,2.5,8,10,2,10,6,7,2.5,16,12,12,15,6,7,2.5,18,16,18,20,6,7,2.5,18,18,24,25,6,7,2.5,24,20,24,40,8,5,2.0,9,9,2,8,8,5,2.0,16,12,12,12,8,5,2.0,18,16,18,16,8,5,2.0,18,18,24,20,8,5,2.0,24,20,24,30,3,1,0.6,4,6,2,5,3,1,0.6,6,7,2,8,3,1,0.6,7,11,4,15,8,3,0.3,4,1,6,3,8,3,0.3,5,1,6,5
2,101,8,4,1,12,2,0,13,6,7,2.5,8,10,2,10,6,7,2.5,16,12,12,15,6,7,2.5,18,16,18,20,6,7,2.5,18,18,24,25,6,7,2.5,24,20,24,40,8,5,2.0,9,9,2,8,8,5,2.0,16,12,12,12,8,5,2.0,18,16,18,16,8,5,2.0,18,18,24,20,8,5,2.0,24,20,24,30,3,1,0.6,4,6,2,5,3,1,0.6,6,7,2,8,3,1,0.6,7,11,4,15,8,3,0.3,4,1,6,3,8,3,0.3,5,1,6,5
3,102,21,12,2,4,3,0,9,6,7,2.5,8,10,2,10,6,7,2.5,16,12,12,15,6,7,2.5,18,16,18,20,6,7,2.5,18,18,24,25,6,7,2.5,24,20,24,40,8,5,2.0,9,9,2,8,8,5,2.0,16,12,12,12,8,5,2.0,18,16,18,16,8,5,2.0,18,18,24,20,8,5,2.0,24,20,24,30,3,1,0.6,4,6,2,5,3,1,0.6,6,7,2,8,3,1,0.6,7,11,4,15,8,3,0.3,4,1,6,3,8,3,0.3,5,1,6,5
4,103,21,3,20,12,3,0,10,6,7,2.5,8,10,2,10,6,7,2.5,16,12,12,15,6,7,2.5,18,16,18,20,6,7,2.5,18,18,24,25,6,7,2.5,24,20,24,40,8,5,2.0,9,9,2,8,8,5,2.0,16,12,12,12,8,5,2.0,18,16,18,16,8,5,2.0,18,18,24,20,8,5,2.0,24,20,24,30,3,1,0.6,4,6,2,5,3,1,0.6,6,7,2,8,3,1,0.6,7,11,4,15,8,3,0.3,4,1,6,3,8,3,0.3,5,1,6,5
5,104,8,1,18,9,4,1,8,6,7,2.5,8,10,2,10,6,7,2.5,16,12,12,15,6,7,2.5,18,16,18,20,6,7,2.5,18,18,24,25,6,7,2.5,24,20,24,40,8,5,2.0,9,9,2,8,8,5,2.0,16,12,12,12,8,5,2.0,18,16,18,16,8,5,2.0,18,18,24,20,8,5,2.0,24,20,24,30,3,1,0.6,4,6,2,5,3,1,0.6,6,7,2,8,3,1,0.6,7,11,4,15,8,3,0.3,4,1,6,3,8,3,0.3,5,1,6,5
6,105,20,16,14,30,4,0,5,6,7,2.5,8,10,2,10,6,7,2.5,16,12,12,15,6,7,2.5,18,16,18,20,6,7,2.5,18,18,24,25,6,7,2.5,24,20,24,40,8,5,2.0,9,9,2,8,8,5,2.0,16,12,12,12,8,5,2.0,18,16,18,16,8,5,2.0,18,18,24,20,8,5,2.0,24,20,24,30,3,1,0.6,4,6,2,5,3,1,0.6,6,7,2,8,3,1,0.6,7,11,4,15,8,3,0.3,4,1,6,3,8,3,0.3,5,1,6,5
7,106,20,2,4,15,4,1,9,6,7,2.5,8,10,2,10,6,7,2.5,16,12,12,15,6,7,2.5,18,16,18,20,6,7,2.5,18,18,24,25,6,7,2.5,24,20,24,40,8,5,2.0,9,9,2,8,8,5,2.0,16,12,12,12,8,5,2.0,18,16,18,16,8,5,2.0,18,18,24,20,8,5,2.0,24,20,24,30,3,1,0.6,4,6,2,5,3,1,0.6,6,7,2,8,3,1,0.6,7,11,4,15,8,3,0.3,4,1,6,3,8,3,0.3,5,1,6,5
8,107,3,5,2,9,3,1,1,6,7,2.5,8,10,2,10,6,7,2.5,16,12,12,15,6,7,2.5,18,16,18,20,6,7,2.5,18,18,24,25,6,7,2.5,24,20,24,40,8,5,2.0,9,9,2,8,8,5,2.0,16,12,12,12,8,5,2.0,18,16,18,16,8,5,2.0,18,18,24,20,8,5,2.0,24,20,24,30,3,1,0.6,4,6,2,5,3,1,0.6,6,7,2,8,3,1,0.6,7,11,4,15,8,3,0.3,4,1,6,3,8,3,0.3,5,1,6,5
9,108,3,1,9,10,3,1,13,6,7,2.5,8,10,2,10,6,7,2.5,16,12,12,15,6,7,2.5,18,16,18,20,6,7,2.5,18,18,24,25,6,7,2.5,24,20,24,40,8,5,2.0,9,9,2,8,8,5,2.0,16,12,12,12,8,5,2.0,18,16,18,16,8,5,2.0,18,18,24,20,8,5,2.0,24,20,24,30,3,1,0.6,4,6,2,5,3,1,0.6,6,7,2,8,3,1,0.6,7,11,4,15,8,3,0.3,4,1,6,3,8,3,0.3,5,1,6,5
10,109,11,13,23,20,1,0,4,6,7,2.5,8,10,2,10,6,7,2.5,16,12,12,15,6,7,2.5,18,16,18,20,6,7,2.5,18,18,24,25,6,7,2.5,24,20,24,40,8,5,2.0,9,9,2,8,8,5,2.0,16,12,12,12,8,5,2.0,18,16,18,16,8,5,2.0,18,18,24,20,8,5,2.0,24,20,24,30,3,1,0.6,4,6,2,5,3,1,0.6,6,7,2,8,3,1,0.6,7,11,4,15,8,3,0.3,4,1,6,3,8,3,0.3,5,1,6,5
